input,passive learning,active learning,constructive learning,interactive learning,other / not applicable (ICAP),ICAP validation,individual activity,individual product,collective activity,collective product,other / not applicable (social level),Social nature validation,orientation,conceptualisation,investigation,conclusion,discussion,other / not applicable (IBL),IBL validation,remember,understand,apply,analyze,evaluate,create,other / not applicable (Bloom),Bloom validation,retrieval,comprenhesion,analysis,knowledge utilization,other / not applicable (Marzano),Marzano validation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Types RoboArm</p><p><br></p>,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In this video you learn more about the four main types of robotic arm geometry: rectangular, cylindrical, spherical and jointed spherical. This video explains each type of robotic arm and how they move.  More about this video:  technology simulation videos at http://www.engineertech.org.  Simulations provided free by Iowa Community Colleges. http://www.eicc.edu  This video was made by another YouTube user and made available for the use under the Creative Commons licence ""CC-BY"". Source channel: ""Engineering Technology Simulation Learning Videos"" https://www.youtube.com/channel/UCxS0Ga0sAHX39LYkswiv63g",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>What general school subjects are utilized to study and work with the robotic arm?</p><p><br></p>,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>The principle of the mechanism of robotic hands</p>,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,25%,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Disccussion about hard questions in RoboArm</p>,0%,0%,0%,100%,0%,TRUE,0%,0%,100%,0%,0%,TRUE,0%,0%,0%,0%,100%,0%,TRUE,0%,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>F.A.Q.</p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>         Racism is prejudice, discrimination, or antagonism directed against someone of a different race based on the belief that one's own race is superior.</p><p>         Racism is one of the most revolting things within humanity. It haunts our past and degrades our future. There may be many reasons why one race of people believes they are superior to another but a great majority of people don’t truly know why they react the way; they just do; many just on the sight of someone of a different race.<br>         Today we will attempt to examine, from a social learning perspective, the root causes of racism as well as the culture and the effects racism has upon society.</p>",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,100%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41s""",0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Work through the materials attached and watch the videos to be ready for discussion concerning our topic as well as to express your own thoughts and attitude to it.<br></p>,0%,100%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,100%,0%,TRUE,0%,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Why are some people racist, but others are not?</p>",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Here you can find the discussion concerning racism in modern society. You're welcome to express your opinion as well as comment opinions of your peers.</p><p>The questions are inside the discussion.</p>,0%,0%,0%,100%,0%,TRUE,0%,0%,100%,0%,0%,TRUE,0%,0%,0%,0%,100%,0%,TRUE,0%,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Please, share your opinion concerning the following questions: </p><p>1) What causes people to be racist?</p><p>2) Is there the way to teach people not to be racists?</p><p>3) How do you think racism will disappear over time? Aren’t older people more racists and younger generations more progressive?</p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,0%,0%,0%,0%,100%,0%,TRUE,0%,0%,0%,100%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Your tasks:</p><p>1) Listen the audio about Sojourner Truth, who was an African American anti-slavery campaigner and lived during the American Civil war, when African Americans were seen as inferior to white people, and women were seen as inferior to men. </p><p>You can find some new words with explanations below.</p><p>Glossary<br>abolition (n.): act or state of ending (an activity, custom, etc.) officially.<br>campaigner (n.): a person who takes part in organized activities which are intended to change something in society.<br>compelling (adj.): forceful and able to persuade.<br>dislocate (v.): to force (a bone) suddenly out of its correct position.<br>odd jobs (n.): a variety of jobs, esp. in the house or garden.<br>preacher (n.): a person, usually a priest, who gives a religious speech.<br>predominant (adj.): being the most noticeable, important or largest in number.<br>streetcar (n.) (American – British English = tram): an electric vehicle that transports people, usually in cities, and goes along metal tracks in the road.</p><p>2) Write your summary in Ukrainian.</p><p>5) Answer the questions.</p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Dear students, </p><p>Have you ever thought about the act of racism? Do you ever wonder if you are a racist? This quiz will make you think about this topic more in depth and hopefully you will realize something new about your self that never occurred to you before you took this quiz. The main thing to remember while completing this quiz, is to be as honest as possible!</p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,100%,0%,0%,0%,100%,0%,TRUE,100%,0%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Have you ever thought about the act of racism? Do you ever wonder if you are a racist? This quiz will make you think about this topic more in depth and hopefull...,0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,100%,0%,0%,0%,100%,0%,TRUE,100%,0%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Background</p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hello Scientists!! We already know about the property of rectilinear propagation of light, that is, light travels in a straight line. Formation of shadows and eclipses are direct consequences of rectilinear propagation of light. Similarly, formation of day and night suggests that light travels in a straight line (see the figure below). If it was not so, the light would have curved around the earth and there would have been sunlight during night. When a beam of sunlight enters a dark room through a small hole, we can see a beam of light travelling in a straight line. Watch the demonstration of the rectilinear propagation of light below. Here, three cardboards are taken (A,B and C) with fine holes at their centres. A lighted candle is placed on one side and boards are arranged such that the holes are in the straight line. Viewing from the other side, it is found that light from the candle is seen only if all the three holes are in the straight line. If one of the cardboard is displaced sideways, light is no longer seen. This clearly shows that light travels in a straight line.",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Now, watch this video very carefully.</p>",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p><br></p><p>What did you observe? Did you see anything that contradicts the fact that you know about light?</p><p> Think for a minute, write your answer in the space provided below and share your answers with your peers and teacher.</p>",0%,0%,0%,100%,0%,TRUE,0%,100%,100%,0%,0%,TRUE,0%,0%,100%,0%,100%,0%,TRUE,0%,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p><br></p><p>Now that you have had discussion with your friends and your teacher, do the following Padlet activity. </p><p>On the space provided you on the Padlet wall for each category, rrite about what already know, questions you have in your mind, observations from the video and list the setups you observed in the video. You can comment on each other's posts, ask doubts or pose queries.</p><p>Copy this URL, ""https://padlet.com/navigr892/sjp6n4fof8en"" in the space provided below to open the Padlet Wall.</p><p><br></p>",0%,0%,0%,100%,0%,TRUE,0%,100%,100%,0%,0%,TRUE,100%,0%,0%,0%,100%,0%,TRUE,0%,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Now, make a concept map keeping your driving question in the mind, based on your understanding till now.</p><p>Remember, a concept map is a visual representation of your thoughts, information and knowledge. It contains concepts and relationships between these concepts that are visually represented by means of arrows and colors. This helps you organize information and provides a structure that makes you come up with new ideas more easily. </p><p><br></p><p>So get going !!!</p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,100%,100%,0%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Now its time to write your hypothesis . By the concept map activity, you must have come up with you reasons for the phenomenon you observed. Hypothesis is a proposition made on the basis of your reasoning.</p><p>Your hypothesis may look like,  ""IF _____ happens, THEN lights bends"", ""Pencil will appear displaced  IF ____"" .  ""Change(Increase/Decrease) in _____ causes bending of light""</p><p>  A good hypothesis can be formulated in the form of ""IF.. THEN.."" statement, which will involve one dependent variable with at least one independent. For example: IF the independent variable increases THEN the dependent variable decreases.<br>• Use only one dependent variable at a time when you formulate a hypothesis.<br>• Remember that a hypothesis might not be confirmed after the experimentation. This is not a problem. Many scientific experiments have led to valuable knowledge because they resulted in the rejection of a hypothesis.<br>• Don't forget to save your hypotheses because you will need them later. Give a proper name to help you retrieve them easily. For example, you can label a hypothesis using the name of the independent and dependent variable.</p><p><br></p><p><br></p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,100%,100%,0%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Share your hypothesis on padlet wall below.  After discussion, you can </p>",0%,0%,0%,100%,0%,TRUE,0%,0%,0%,100%,0%,TRUE,0%,100%,0%,0%,100%,0%,TRUE,0%,0%,100%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>In the Investigation phase you will  design and then perform your experiments. </p><p>First design your experiments and share on padlet. Then engage in an the in class discussion with your friends and your teacher to finally write your experiment design in the experiment design tool.</p><p><br></p>,0%,0%,0%,100%,0%,TRUE,0%,100%,100%,0%,0%,TRUE,0%,0%,100%,0%,100%,0%,TRUE,0%,0%,0%,0%,0%,100%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Now, you will use the Experiment Design tool to plan and design your experiments. Follow the step by step instructions in order to complete your experiment</p><p><br></p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,100%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Watch the video below in order to familiarize yourself with the Experiment Lab .In this video you will see how to use the lab equipment to perform your experiments.</p>,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,100%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>This is your Bending Light Lab. You can now perform the experiments you just designed.</p>,0%,100%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>If any of their experimental design was not supported by the Phet simulation, Please write your requirements in the space provided below and inform your teacher.</p>",0%,0%,0%,100%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p><br></p><p>Write your Observations using the Observation tool below. Click on ""?"" to know how to use the tool.</p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,TRUE,0%,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>In this phase you will use the Data Viewer to graph your data and examine the relation among the different variables.</p><p>The Data Viewer tool will help you to create data graphs and/or tables for all the measurements you recorded for the independent and dependent variables of each of your hypotheses.<br>Press the help button (?) to learn how to use the tool.</p>,0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,100%,0%,100%,0%,0%,0%,TRUE,0%,0%,0%,100%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Interpret your data trying to find relations among variables. If you don't have enough data, return to the Experimentation phase and collect more data. Write your interpretation in the text box below.</p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,TRUE,0%,0%,0%,100%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>In this phase you will use the Conclusion tool to retrieve your previous work (hypothesis, data, graphs, etc.) and form your conclusions. Your conclusions should be justified based on the evidence collected during the Investigation phase, This evidence will help you provide an answer whether your hypothesis has to be supported or rejected.</p><p><br>Press the help button (?) to learn how to use the Conclusion tool.</p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,0%,0%,0%,100%,0%,0%,TRUE,0%,0%,0%,0%,100%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Now,  prepare a 5 minute presentation (Power point) about your  conclusions. Try to give enough evidence from your experimentation in order to reject or confirm your hypotheses. Don't forget to save your presentation and give it a label with name. Then, upload the presentation in the File Drop.</p><p><br></p><p>REMEMBER : A good  presentation should contain information about the problem studied, the hypothesis/es examined, the investigation conducted, the data collected and the conclusion extracted.</p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,0%,0%,0%,0%,100%,0%,TRUE,0%,0%,0%,0%,0%,100%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Please share your conclusions with you class teacher and your friends and find out what are their conclusions !!!</p>,0%,0%,0%,100%,0%,TRUE,0%,0%,100%,0%,0%,TRUE,0%,0%,0%,0%,100%,0%,TRUE,0%,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time to Discuss,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>In the Reflection phase you will engage in reflection activities which will help you to think critically about your learning process. In order to do so, you will use the Reflection Tool below.</p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,100%,0%,0%,0%,100%,0%,TRUE,0%,0%,0%,0%,100%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
